GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
PKC53E	FBgn0003091	FBtr0087049	FBpp0086198		A0A0B4KFT3
PKC53E	FBgn0003091	FBtr0331960	FBpp0304291		A0A0B4KFT3
CG1718	FBgn0031170	FBtr0332489	FBpp0304765		M9PHQ1
CG1718	FBgn0031170	FBtr0332488	FBpp0304764		M9PHQ1
CG1718	FBgn0031170	FBtr0332488	FBpp0304764		M9PFD0
CG1718	FBgn0031170	FBtr0306679	FBpp0297618		Q9VRG4
CG43068	FBgn0262478	FBtr0304816	FBpp0293356		Q6IGE2
CG9308	FBgn0034681	FBtr0071749	FBpp0071663		Q9W2A6
CG14971	FBgn0035449	FBtr0073143	FBpp0073002		Q960F0
CG14971	FBgn0035449	FBtr0073143	FBpp0073002		Q9VZP2
L(2)37CG	FBgn0086447	FBtr0332577	FBpp0304829		D5SHL6
L(2)37CG	FBgn0086447	FBtr0332577	FBpp0304829		M9PG66
L(2)37CG	FBgn0086447	FBtr0336628	FBpp0307611		M9PBD6
L(2)37CG	FBgn0086447	FBtr0081161	FBpp0080704	Q9VIZ0	A0A1B2AKR4
CG11122	FBgn0030266	FBtr0073481	FBpp0073337		Q8MRK2
CG11122	FBgn0030266	FBtr0073481	FBpp0073337		Q9VZ30
KEK5	FBgn0031016	FBtr0074708	FBpp0074477		Q9VWI6
KEK5	FBgn0031016	FBtr0309223	FBpp0301162		Q86PM1
KEK5	FBgn0031016	FBtr0309223	FBpp0301162		Q9VWI6
KEK5	FBgn0031016	FBtr0074707	FBpp0074476		Q9VWI6
KEK5	FBgn0031016	FBtr0309224	FBpp0301163		Q9VWI6
CG33649	FBgn0064115	FBtr0091626	FBpp0088773	Q86BL4	N0ABE2
CG10214	FBgn0039115	FBtr0084463	FBpp0083854	Q9VCI0
CG42272	FBgn0259167	FBtr0299616	FBpp0288891		Q29QK8
CG42272	FBgn0259167	FBtr0299616	FBpp0288891		Q8IQ54
CG42272	FBgn0259167	FBtr0299616	FBpp0288891		Q5BHW3
CG42272	FBgn0259167	FBtr0299616	FBpp0288891		Q8IQ55
CG42272	FBgn0259167	FBtr0299617	FBpp0288892		Q8IQ54
CG2577	FBgn0030384	FBtr0073643	FBpp0073476		Q9VYN5
HP1C	FBgn0039019	FBtr0084309	FBpp0083702		Q9VCU6
HEPH	FBgn0011224	FBtr0085881	FBpp0085240		A0A0B4K6W9
HEPH	FBgn0011224	FBtr0085881	FBpp0085240		Q1RKY6
HEPH	FBgn0011224	FBtr0085881	FBpp0085240		A0A0B4K6P4
HEPH	FBgn0011224	FBtr0085881	FBpp0085240		Q95UI6
HEPH	FBgn0011224	FBtr0300264	FBpp0289492		Q8WR53
HEPH	FBgn0011224	FBtr0085883	FBpp0085242		Q8WR53
HEPH	FBgn0011224	FBtr0300268	FBpp0289496		Q8IMF8
HEPH	FBgn0011224	FBtr0085886	FBpp0085245		Q8WR53
HEPH	FBgn0011224	FBtr0300266	FBpp0289494		Q95UI6
HEPH	FBgn0011224	FBtr0085888	FBpp0085247		Q8WR53
HEPH	FBgn0011224	FBtr0300270	FBpp0289498		Q8WR53
HEPH	FBgn0011224	FBtr0085887	FBpp0085246		Q8T0H5
HEPH	FBgn0011224	FBtr0085887	FBpp0085246		Q8WR53
HEPH	FBgn0011224	FBtr0085887	FBpp0085246		Q7KRS7
HEPH	FBgn0011224	FBtr0085880	FBpp0085239		Q8IMF8
HEPH	FBgn0011224	FBtr0112866	FBpp0111779		Q8WR53
HEPH	FBgn0011224	FBtr0300265	FBpp0289493		Q3T7F7
HEPH	FBgn0011224	FBtr0300265	FBpp0289493		E1JJ45
HEPH	FBgn0011224	FBtr0306693	FBpp0297632		Q1RKY6
HEPH	FBgn0011224	FBtr0306693	FBpp0297632		A0A0B4K6W9
HEPH	FBgn0011224	FBtr0300263	FBpp0289491		Q95UI6
HEPH	FBgn0011224	FBtr0112865	FBpp0111778		Q7KES3
HEPH	FBgn0011224	FBtr0085879	FBpp0085238		Q8WR53
HEPH	FBgn0011224	FBtr0085882	FBpp0085241		Q8WR53
HEPH	FBgn0011224	FBtr0085885	FBpp0085244		Q8WR53
HEPH	FBgn0011224	FBtr0346192	FBpp0312011		A0A0B4LHY1
HEPH	FBgn0011224	FBtr0300269	FBpp0289497		Q8IMF8
HEPH	FBgn0011224	FBtr0085878	FBpp0085237		Q8WR53
HEPH	FBgn0011224	FBtr0306692	FBpp0297631		A0A0B4K6P4
HEPH	FBgn0011224	FBtr0300267	FBpp0289495		Q7KES3
HEPH	FBgn0011224	FBtr0300267	FBpp0289495		E1JJ45
HEPH	FBgn0011224	FBtr0300267	FBpp0289495		Q8IMF8
HEPH	FBgn0011224	FBtr0112864	FBpp0111777		A8JRI1
HEPH	FBgn0011224	FBtr0085884	FBpp0085243		Q8WR53
CG9986	FBgn0039589	FBtr0085304	FBpp0084673		Q9VAU6
INAF-C	FBgn0085350	FBtr0112523	FBpp0111435		A8UQ94
INAF-C	FBgn0085350	FBtr0112523	FBpp0111435		Q6IIF2
NAN	FBgn0036414	FBtr0321258	FBpp0302810		M9PI57
NAN	FBgn0036414	FBtr0089524	FBpp0088509		Q9VUD5
CG4884	FBgn0039565	FBtr0344620	FBpp0310941		Q9VAX9
CG4884	FBgn0039565	FBtr0085264	FBpp0084633		Q9VAX9
ETS21C	FBgn0005660	FBtr0078079	FBpp0077739	P29776	A8E758
ETS21C	FBgn0005660	FBtr0344014	FBpp0310465	P29776	A8E758
ETS21C	FBgn0005660	FBtr0345429	FBpp0311554	P29776	A8E758
ETS21C	FBgn0005660	FBtr0112854	FBpp0111767		A8DYS7
TTH	FBgn0030502	FBtr0346118	FBpp0311947		A9YH93
TTH	FBgn0030502	FBtr0346118	FBpp0311947		A9YHA1
TTH	FBgn0030502	FBtr0346118	FBpp0311947		Q8T9L1
TTH	FBgn0030502	FBtr0346118	FBpp0311947		F6J2C8
TTH	FBgn0030502	FBtr0346118	FBpp0311947		F6J2D5
TTH	FBgn0030502	FBtr0346118	FBpp0311947		F6J2D6
TTH	FBgn0030502	FBtr0346118	FBpp0311947		Q9VYA9
TTH	FBgn0030502	FBtr0073849	FBpp0073680		Q9VYA9
TPPII	FBgn0020370	FBtr0344199	FBpp0310608		A0A0B4LGC0
TPPII	FBgn0020370	FBtr0087774	FBpp0086887	Q9V6K1	A0A0B4LGC0
TPPII	FBgn0020370	FBtr0339755	FBpp0308802		A0A0B4LF88
TPPII	FBgn0020370	FBtr0087775	FBpp0086888		A0A0B4LGC0
CG3009	FBgn0029720	FBtr0332316	FBpp0304595		E1JJG5
CG3009	FBgn0029720	FBtr0070688	FBpp0070656		Q8SXC6
CG3009	FBgn0029720	FBtr0070688	FBpp0070656		Q9W4I0
CG3009	FBgn0029720	FBtr0300468	FBpp0289695		Q9W4I0
RPLP1	FBgn0002593	FBtr0331932	FBpp0304265	P08570	M9PBK5
RPLP1	FBgn0002593	FBtr0078056	FBpp0077716	P08570	M9PBK5
CG43814	FBgn0264362	FBtr0332209	FBpp0304517		M9PDC8
CG16717	FBgn0036028	FBtr0076392	FBpp0076121		Q86PC6
CG16717	FBgn0036028	FBtr0076392	FBpp0076121		Q9VT29
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1J8
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1J7
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1PF40
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1K5
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1PF64
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1J5
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1L2
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1K6
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1PF37
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1L5
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1L9
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1K4
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1A1J9
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1PF63
TRR	FBgn0023518	FBtr0070363	FBpp0070347	Q8IRW8	B1PF36
TRR	FBgn0023518	FBtr0070362	FBpp0070346		B1PF39
TRR	FBgn0023518	FBtr0070362	FBpp0070346		B1PF62
TRR	FBgn0023518	FBtr0070362	FBpp0070346		B1A1K3
TRR	FBgn0023518	FBtr0070362	FBpp0070346		B1PF52
TRR	FBgn0023518	FBtr0070362	FBpp0070346		B1PF65
TRR	FBgn0023518	FBtr0070362	FBpp0070346		B1PF60
CG2617	FBgn0032877	FBtr0081391	FBpp0080921		Q9VIK5
CG2617	FBgn0032877	FBtr0336825	FBpp0307791		Q9VIK5
CG8299	FBgn0034052	FBtr0087291	FBpp0086427		D9PTT2
CG8299	FBgn0034052	FBtr0087291	FBpp0086427		A1ZA64
CG8235	FBgn0033351	FBtr0088676	FBpp0087757		Q8SYK9
CG8235	FBgn0033351	FBtr0088676	FBpp0087757		A1Z7K8
ACK-LIKE	FBgn0263998	FBtr0330330	FBpp0303362		D0UYA1
ACK-LIKE	FBgn0263998	FBtr0330330	FBpp0303362		A0A0B4KEY9
ACK-LIKE	FBgn0263998	FBtr0330329	FBpp0303361	Q9I7F7
ACK-LIKE	FBgn0263998	FBtr0330332	FBpp0303364		A0A0B4KEY9
ACK-LIKE	FBgn0263998	FBtr0330332	FBpp0303364		A0A0B4KFU0
ACK-LIKE	FBgn0263998	FBtr0330331	FBpp0303363
CG43710	FBgn0263849	FBtr0321316	FBpp0302859		A0A0B4KF09
CG42481	FBgn0259971	FBtr0333129	FBpp0305339		E1JHZ6
CG42481	FBgn0259971	FBtr0300315	FBpp0289543		E1JHZ6
PDFR	FBgn0260753	FBtr0070436	FBpp0099841	Q9W4Y2	A0A158RFU8
PDFR	FBgn0260753	FBtr0308565	FBpp0300789		A0A158RFU8
PDFR	FBgn0260753	FBtr0308565	FBpp0300789		D5SHT0
PDFR	FBgn0260753	FBtr0308565	FBpp0300789		M9NET6
PDFR	FBgn0260753	FBtr0340084	FBpp0309083		X2JDL2
PDFR	FBgn0260753	FBtr0340085	FBpp0309084		X2JDL2
CG14132	FBgn0040817	FBtr0113334	FBpp0112246		Q9VTM7
CG17475	FBgn0038481	FBtr0346149	FBpp0311977		Q9VEM8
CG17475	FBgn0038481	FBtr0083417	FBpp0082858		Q8SX49
CG17475	FBgn0038481	FBtr0083417	FBpp0082858		S5MFU4
CG17475	FBgn0038481	FBtr0083417	FBpp0082858		Q9VEM8
CG9411	FBgn0030569	FBtr0073916	FBpp0073733		Q9VY31
PRM	FBgn0003149	FBtr0306639	FBpp0297594		M9NDM6
PRM	FBgn0003149	FBtr0076593	FBpp0076320	P35415	A4V1N8
PRM	FBgn0003149	FBtr0076596	FBpp0076323	P35416	A4V1N9
PRM	FBgn0003149	FBtr0076594	FBpp0076321	P35415	A4V1N8
PRM	FBgn0003149	FBtr0076595	FBpp0076322	P35416	A4V1N9
CG12395	FBgn0030722	FBtr0074260	FBpp0074037		Q9VXK2
CG12942	FBgn0033569	FBtr0088236	FBpp0087331		Q7JW60
CG31388	FBgn0051388	FBtr0082356	FBpp0081832		D1Z3A5
CG31388	FBgn0051388	FBtr0082356	FBpp0081832		Q9VGQ5
CG31388	FBgn0051388	FBtr0304709	FBpp0293252		A0A0B4K731
DGT4	FBgn0026085	FBtr0070642	FBpp0070610	Q9W4M8
DGT4	FBgn0026085	FBtr0333183	FBpp0305385	Q9W4M8
DGT4	FBgn0026085	FBtr0333184	FBpp0305386	Q9W4M8
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		L0CPH6
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		L0CQS4
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		L0CQS7
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		L0CPG1
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		Q29QT6
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		L0CRI8
CG15042	FBgn0030937	FBtr0074619	FBpp0074390		Q9VWS8
CG43396	FBgn0263270	FBtr0308492	FBpp0300744		A0A0B4K6X0
CG40470	FBgn0058470	FBtr0111152	FBpp0110455		Q500Y3
CG40470	FBgn0058470	FBtr0111152	FBpp0110455		Q7PLV6
ESYT2	FBgn0266758	FBtr0306024	FBpp0297166		A0A0B4K6F9
ESYT2	FBgn0266758	FBtr0084647	FBpp0084031		Q961I7
ESYT2	FBgn0266758	FBtr0084647	FBpp0084031		Q8IH66
ESYT2	FBgn0266758	FBtr0084647	FBpp0084031		Q9VC62
ESYT2	FBgn0266758	FBtr0084648	FBpp0084032		A9UNH8
ESYT2	FBgn0266758	FBtr0084648	FBpp0084032		Q7KS16
ESYT2	FBgn0266758	FBtr0334336	FBpp0306444		A0A0B4KGU9
CG14509	FBgn0039647	FBtr0334534	FBpp0306601		A0A0B4KHT8
CG14509	FBgn0039647	FBtr0113303	FBpp0112215		Q8MQS2
CG14509	FBgn0039647	FBtr0113304	FBpp0112216		Q32KC6
CG14509	FBgn0039647	FBtr0334533	FBpp0306600		A0A0B4KHA7
CG13426	FBgn0034510	FBtr0086295	FBpp0085607		Q4QPX3
CG13426	FBgn0034510	FBtr0086295	FBpp0085607		A1ZBU4
CG33012	FBgn0053012	FBtr0332249	FBpp0304543		A1Z8X9
PALLIDIN	FBgn0036192	FBtr0300097	FBpp0289374	Q9VTM0	C6SUX8
PALLIDIN	FBgn0036192	FBtr0300097	FBpp0289374	Q9VTM0	F2FB61
PALLIDIN	FBgn0036192	FBtr0300097	FBpp0289374	Q9VTM0	Q4QPX0
CG5853	FBgn0032167	FBtr0079894	FBpp0079489		Q9VL61
CG5853	FBgn0032167	FBtr0331635	FBpp0304025		Q9VL61
CG5853	FBgn0032167	FBtr0345615	FBpp0311684		Q960D7
CG5853	FBgn0032167	FBtr0345615	FBpp0311684		Q9VL61
GLAZ	FBgn0033799	FBtr0310152	FBpp0301837		Q9NAZ3
GLAZ	FBgn0033799	FBtr0310152	FBpp0301837		H1UUJ2
GLAZ	FBgn0033799	FBtr0310152	FBpp0301837		Q7K024
GLAZ	FBgn0033799	FBtr0310152	FBpp0301837		A1Z991
GLAZ	FBgn0033799	FBtr0310155	FBpp0301840		A1Z991
GLAZ	FBgn0033799	FBtr0310151	FBpp0301836		A1Z991
GLAZ	FBgn0033799	FBtr0310154	FBpp0301839		A1Z991
GLAZ	FBgn0033799	FBtr0087772	FBpp0086885		A1Z991
GLAZ	FBgn0033799	FBtr0310153	FBpp0301838		A1Z991
CG13385	FBgn0032039	FBtr0079660	FBpp0079275		Q9VLL7
HSP22	FBgn0001223	FBtr0100558	FBpp0100010	P02515
HSP22	FBgn0001223	FBtr0100559	FBpp0100011	P02515
CG7381	FBgn0038098	FBtr0331429	FBpp0303846		A0A0B4KFS1
CG7381	FBgn0038098	FBtr0082727	FBpp0082195		Q8IGX9
CG7381	FBgn0038098	FBtr0082727	FBpp0082195		Q8IGX5
CG7381	FBgn0038098	FBtr0082727	FBpp0082195		Q8MSQ3
CG7381	FBgn0038098	FBtr0082727	FBpp0082195		Q9VG15
CG7381	FBgn0038098	FBtr0331428	FBpp0303845		Q8MSQ3
CG7381	FBgn0038098	FBtr0082726	FBpp0082194		Q8MSQ3
CG7381	FBgn0038098	FBtr0301219	FBpp0290437		Q8MSQ3
ACYP2	FBgn0038363	FBtr0334591	FBpp0306658	Q9VF36	A0A0B4KG16
ACYP2	FBgn0038363	FBtr0083174	FBpp0082628	Q9VF36	A0A0B4KG16
NACHRALPHA4	FBgn0266347	FBtr0308330	FBpp0300649		M9NE13
NACHRALPHA4	FBgn0266347	FBtr0308331	FBpp0300650		Q058T0
NACHRALPHA4	FBgn0266347	FBtr0308331	FBpp0300650		M9NE13
NACHRALPHA4	FBgn0266347	FBtr0308331	FBpp0300650		Q95RL8
NACHRALPHA4	FBgn0266347	FBtr0346707	FBpp0312320		A0A0S0WNY8
NACHRALPHA4	FBgn0266347	FBtr0300118	FBpp0289395		Q9NFR5
NACHRALPHA4	FBgn0266347	FBtr0300118	FBpp0289395		A8JNX5
NACHRALPHA4	FBgn0266347	FBtr0308332	FBpp0300651		M9NE13
NACHRALPHA4	FBgn0266347	FBtr0332872	FBpp0305094		M9PDC9
NORD	FBgn0050418	FBtr0072263	FBpp0072170		Q8T4E5
NORD	FBgn0050418	FBtr0072263	FBpp0072170		Q8SXY4
NORD	FBgn0050418	FBtr0072263	FBpp0072170		E3CTS6
NORD	FBgn0050418	FBtr0072263	FBpp0072170		F0JAM1
NORD	FBgn0050418	FBtr0072263	FBpp0072170		Q9W192
CG3790	FBgn0033778	FBtr0087815	FBpp0086928		Q961J5
ET	FBgn0031055	FBtr0308570	FBpp0300794		E1NZE8
ET	FBgn0031055	FBtr0308570	FBpp0300794		Q9VWE1
ET	FBgn0031055	FBtr0308571	FBpp0300795		M9NE35
CG7280	FBgn0030966	FBtr0074655	FBpp0074426	Q9VWP4
CG42372	FBgn0259718	FBtr0340023	FBpp0309037		B7YZH8
CG42372	FBgn0259718	FBtr0299971	FBpp0289248		G7H7Y4
CG42372	FBgn0259718	FBtr0299971	FBpp0289248		B7YZH8
CG18467	FBgn0034218	FBtr0086918	FBpp0086074		Q8SZN4
CG42782	FBgn0261853	FBtr0303428	FBpp0292485		A0A0B4JCR3
CG42782	FBgn0261853	FBtr0347196	FBpp0312503		A0A0B4JCR3
CG3955	FBgn0033793	FBtr0087780	FBpp0086893		Q7K2X4
TRF4-1	FBgn0030049	FBtr0071213	FBpp0071159	Q7KVS9
TRF4-1	FBgn0030049	FBtr0331725	FBpp0304114	Q7KVS9
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	F6JBQ3
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	A9YK03
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	A9YK04
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	F6JBQ6
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	A9YK10
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	A9YK05
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	F6JBP6
TRF4-1	FBgn0030049	FBtr0331724	FBpp0304113	Q7KVS9	A9YK12
TRF4-1	FBgn0030049	FBtr0112963	FBpp0111876	Q7KVS9
TRF4-1	FBgn0030049	FBtr0071212	FBpp0071158	Q7KVS9
TRF4-1	FBgn0030049	FBtr0331723	FBpp0304112	Q7KVS9
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		F6JBQ3
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		A9YK03
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		A9YK04
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		F6JBQ6
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		A9YK10
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		A9YK05
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		F6JBP6
TRF4-1	FBgn0030049	FBtr0112964	FBpp0111877		A9YK12
CG16956	FBgn0032523	FBtr0080520	FBpp0080098		F2FB86
CG16956	FBgn0032523	FBtr0080520	FBpp0080098		Q9VJY0
CG9410	FBgn0033086	FBtr0086116	FBpp0085450	Q8MLL3
CG9410	FBgn0033086	FBtr0086115	FBpp0085449		D2NUI5
CG9410	FBgn0033086	FBtr0330253	FBpp0303285		A0A0B4KF49
CG14352	FBgn0031351	FBtr0077876	FBpp0077544		Q9VQ27
CG42748	FBgn0261802	FBtr0333744	FBpp0305886		A8DZ25
CG42748	FBgn0261802	FBtr0333744	FBpp0305886		M9PDY6
CG42748	FBgn0261802	FBtr0303272	FBpp0292364		Q9V9N7
CG42748	FBgn0261802	FBtr0333742	FBpp0305884		M9PBG0
CG42748	FBgn0261802	FBtr0333745	FBpp0305887		M9PDL8
CG42748	FBgn0261802	FBtr0303277	FBpp0292369		R9PY70
CG42748	FBgn0261802	FBtr0303275	FBpp0292367		A2VEE9
CG42748	FBgn0261802	FBtr0303275	FBpp0292367		M9MSJ5
CG42748	FBgn0261802	FBtr0303273	FBpp0292365		A8DZ24
CG42748	FBgn0261802	FBtr0303271	FBpp0292363		Q9V9N7
CG42748	FBgn0261802	FBtr0333743	FBpp0305885		M9PDE6
CG42748	FBgn0261802	FBtr0303274	FBpp0292366		A8DZ25
CG42748	FBgn0261802	FBtr0303276	FBpp0292368		Q9V9N5
CG3288	FBgn0037030	FBtr0078262	FBpp0077920		Q9VPA5
CG3288	FBgn0037030	FBtr0345826	FBpp0311806		Q9VPA5
CG15543	FBgn0039799	FBtr0085700	FBpp0085062		Q9VA43
CG15543	FBgn0039799	FBtr0346147	FBpp0311975		Q7K046
CG15543	FBgn0039799	FBtr0346147	FBpp0311975		Q9VA43
TRK	FBgn0003751	FBtr0080078	FBpp0079667	Q24155
CG7706	FBgn0038640	FBtr0083667	FBpp0083082		Q8T0F3
CG7706	FBgn0038640	FBtr0083667	FBpp0083082		H9ZJL7
CG7706	FBgn0038640	FBtr0083667	FBpp0083082		E2QCZ5
NPC2E	FBgn0051410	FBtr0273369	FBpp0271877		D9PTV0
NPC2E	FBgn0051410	FBtr0273369	FBpp0271877		Q9VH33
VPS33B	FBgn0039335	FBtr0084835	FBpp0084210		Q8SZS6
VPS33B	FBgn0039335	FBtr0084835	FBpp0084210		Q9VBR1
CG3337	FBgn0038871	FBtr0347217	FBpp0312515		Q9VDC8
CG3337	FBgn0038871	FBtr0084107	FBpp0083506		Q1EC21
CG3337	FBgn0038871	FBtr0084107	FBpp0083506		Q9VDC8
UNR	FBgn0263352	FBtr0114592	FBpp0113084		Q6NKN1
UNR	FBgn0263352	FBtr0114592	FBpp0113084		B7Z0E2
UNR	FBgn0263352	FBtr0332984	FBpp0305200		B7Z0E2
UNR	FBgn0263352	FBtr0345595	FBpp0311664		B7Z0E2
UNR	FBgn0263352	FBtr0076661	FBpp0076384		Q960S8
UNR	FBgn0263352	FBtr0076661	FBpp0076384		Q9VSK3
UNR	FBgn0263352	FBtr0308954	FBpp0301053		Q6NKN1
UNR	FBgn0263352	FBtr0308954	FBpp0301053		Q9VSK3
UNR	FBgn0263352	FBtr0308954	FBpp0301053		B7Z0E2
UNR	FBgn0263352	FBtr0308954	FBpp0301053		M9ND61
AMPKALPHA	FBgn0023169	FBtr0070218	FBpp0089374		O18645
AMPKALPHA	FBgn0023169	FBtr0070217	FBpp0070209		O18645
AMPKALPHA	FBgn0023169	FBtr0070216	FBpp0070208		Q5U118
AMPKALPHA	FBgn0023169	FBtr0070216	FBpp0070208		Q7KK41
AMPKALPHA	FBgn0023169	FBtr0070216	FBpp0070208		O18645
FKBP59	FBgn0029174	FBtr0079872	FBpp0079468	Q9VL78	X2J5E8
FKBP59	FBgn0029174	FBtr0342837	FBpp0309663	Q9VL78	X2J5E8
CG5068	FBgn0035951	FBtr0076519	FBpp0076246		Q95R98
CG5068	FBgn0035951	FBtr0333907	FBpp0306036		Q95R98
CG4907	FBgn0039010	FBtr0084330	FBpp0083723		Q8T3S3
CG4907	FBgn0039010	FBtr0084330	FBpp0083723		Q8IHE6
CG4907	FBgn0039010	FBtr0084330	FBpp0083723		Q9VCV7
FUCTD	FBgn0035217	FBtr0072693	FBpp0072577		Q8T8Y7
FUCTD	FBgn0035217	FBtr0072693	FBpp0072577		Q9W0F6
CG3649	FBgn0034785	FBtr0303785	FBpp0292797		C9QP16
CG3649	FBgn0034785	FBtr0303785	FBpp0292797		Q9W1Y9
RUDHIRA	FBgn0266019	FBtr0305604	FBpp0294055		Q9VYU0
RUDHIRA	FBgn0266019	FBtr0333015	FBpp0305229	Q8SY41	M9NED8
RUDHIRA	FBgn0266019	FBtr0305605	FBpp0294056	Q8SY41	M9NED8
RUDHIRA	FBgn0266019	FBtr0305603	FBpp0294054	Q8SY41	M9NED8
RUDHIRA	FBgn0266019	FBtr0305606	FBpp0294057		Q960P3
RUDHIRA	FBgn0266019	FBtr0305606	FBpp0294057		Q9VYU0
CG31872	FBgn0051872	FBtr0080099	FBpp0079688		Q9VKT1
CG31872	FBgn0051872	FBtr0345637	FBpp0311701		Q9VKT1
LSM1	FBgn0261067	FBtr0071628	FBpp0071553		Q4V6R8
LSM1	FBgn0261067	FBtr0071628	FBpp0071553		Q4V6D7
LSM1	FBgn0261067	FBtr0071628	FBpp0071553		Q4V6F2
LSM1	FBgn0261067	FBtr0071628	FBpp0071553		Q9W2K2
LOJ	FBgn0061492	FBtr0301446	FBpp0290661		Q9VRU2
LOJ	FBgn0061492	FBtr0301448	FBpp0290663		Q9VRU2
LOJ	FBgn0061492	FBtr0301447	FBpp0290662		Q9VRU2
DPR7	FBgn0053481	FBtr0334409	FBpp0306512		Q29QY9
DPR7	FBgn0053481	FBtr0334409	FBpp0306512		A8DZ28
DPR7	FBgn0053481	FBtr0334408	FBpp0306511		Q6IIX0
DPR7	FBgn0053481	FBtr0334408	FBpp0306511		A8DZ27
CG12104	FBgn0035238	FBtr0333360	FBpp0305552		Q9W0D2
CG12104	FBgn0035238	FBtr0344803	FBpp0311128		X2JG46
CG12104	FBgn0035238	FBtr0072825	FBpp0072705		Q9W0D2
SYNJ	FBgn0034691	FBtr0071756	FBpp0071670		Q5U0V7
SYNJ	FBgn0034691	FBtr0308239	FBpp0300559		Q8MR94
SYNJ	FBgn0034691	FBtr0308239	FBpp0300559		Q5U0V7
SYNJ	FBgn0034691	FBtr0071757	FBpp0071671		Q5U0V7
CG31810	FBgn0051810	FBtr0080925	FBpp0080479		Q8SX47
PAIP2	FBgn0038100	FBtr0334509	FBpp0306576		Q9VG13
PAIP2	FBgn0038100	FBtr0082693	FBpp0082161		Q9VG13
CG33490	FBgn0053490	FBtr0089526	FBpp0089011		Q8MST3
CG11327	FBgn0031849	FBtr0079315	FBpp0078944		Q8WSG8
CG11327	FBgn0031849	FBtr0079315	FBpp0078944		Q8T3Q8
CG11327	FBgn0031849	FBtr0079315	FBpp0078944		Q9VM98
CPR76BD	FBgn0036881	FBtr0113181	FBpp0112094		Q9VW05
CPR76BD	FBgn0036881	FBtr0332756	FBpp0304995		Q9VW05
CPR76BD	FBgn0036881	FBtr0332755	FBpp0304994		Q9VW05
CPR76BD	FBgn0036881	FBtr0332755	FBpp0304994		B3DMW6
CPR76BD	FBgn0036881	FBtr0332755	FBpp0304994		M9PFX4
TSF3	FBgn0034094	FBtr0087130	FBpp0086274		Q95SN0
TSF3	FBgn0034094	FBtr0087130	FBpp0086274		A1ZAC0
RPT3	FBgn0028686	FBtr0346274	FBpp0312031		E1UIA5
RPT3	FBgn0028686	FBtr0346274	FBpp0312031		Q9V405
RPT3	FBgn0028686	FBtr0073436	FBpp0073292		Q9V405
PRPK	FBgn0035590	FBtr0077180	FBpp0076883		Q9VRJ6
CG17549	FBgn0032774	FBtr0081221	FBpp0080762		Q9VIX6
CG17549	FBgn0032774	FBtr0300823	FBpp0290047		Q9VIX6
CG17549	FBgn0032774	FBtr0081219	FBpp0080760		Q0E8P1
CG17549	FBgn0032774	FBtr0310645	FBpp0302765		Q0E8P1
CG17549	FBgn0032774	FBtr0081220	FBpp0080761		Q0E8P1
CG42329	FBgn0259229	FBtr0299796	FBpp0289074		C8VV15
