Gene name	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
PRB1			A0A0G2JQ42	ENSG00000275517
PRB1			A0A0G2JRP6	ENSG00000275517
MUC6	4588			ENSG00000277518
CTDP1	9150		A0A0J9YWB6	ENSG00000282752
PRB1			A0A0G2JMN8	ENSG00000275517
KIR3DL2	3812		A0A0G2JPA6	ENSG00000278656
CTDP1	9150		A0A0J9YWJ4	ENSG00000282752
MUC6	4588		A0A0G2JNJ8	ENSG00000277518
GOLGA6L1	283767	Q8N7Z2		ENSG00000278247
CTDP1	9150		K7EPW4	ENSG00000282752
PRB1			A0A0G2JM13	ENSG00000275517
CRIM1	51232		A0A0G2JN98	ENSG00000277354
KIR2DL4	3805	Q99706		ENSG00000278271
CRIM1	51232		A0A0G2JN95	ENSG00000277354
TPO	7173		A0A0G2JRZ1	ENSG00000277603
CRIM1	51232		Q53TH9	ENSG00000277354
KIR3DL1	3811		Q5UCD8	ENSG00000275486
TPO	7173		A0A0G2JR31	ENSG00000277603
TPO	7173		C9J511	ENSG00000277603
TPO	7173		A0A0G2JR90	ENSG00000277603
TPO	7173		A0A0G2JR79	ENSG00000277603
TPO	7173		A0A0G2JRX3	ENSG00000277603
TPO	7173		A0A0G2JS21	ENSG00000277603
NOSTRIN	115677		A0A0G2JNL9	ENSG00000275326
KRTAP5-2	440021	Q701N4		ENSG00000278489
TPO	7173		A0A0G2JNN7	ENSG00000277603
TPO	7173		A0A0G2JP53	ENSG00000277603
KRTAP5-3	387266	Q6L8H2		ENSG00000275920
KRTAP5-4	387267		A8MUN0	ENSG00000277068
KRTAP5-4	387267		A0A087WWJ3	ENSG00000277068
KRTAP5-1	387264	Q6L8H4		ENSG00000278210
DLGAP2	9228		A0A0J9YVY4	ENSG00000282152
KRTAP5-5	439915	Q701N2		ENSG00000277291
APOBEC3A	200315	P31941	A0A0K0MJ49	ENSG00000262156
APOBEC3A	100913187	P31941	A0A0K0MJ49	ENSG00000262156
SKA1	220134	Q96BD8	A0A024R294	ENSG00000262634
SKA1	220134	Q96BD8		ENSG00000262634
PAXBP1	94104	Q9Y5B6		ENSG00000263141
SKA1	220134		K7EP61	ENSG00000262634
DUSP8	1850	Q13202		ENSG00000273793
SKA1	220134		K7EPW0	ENSG00000262634
KIR2DL4	3805	Q99706		ENSG00000275317
KIR2DL4	3805		A0A0G2JQ13	ENSG00000275317
			Q6YL49	ENSG00000276565
C21orf62	56245	Q9NYP8		ENSG00000262938
KIR3DL3	115653		A0A0G2JN57	ENSG00000274254
C21orf62	56245		H7BYF8	ENSG00000262938
GOLGA6L22	440243		A0A0G2JRP8	ENSG00000274404
			A0A0G2JMM0	ENSG00000274971
GOLGA6L22	440243		A0A0G2JP21	ENSG00000274404
AADACL2	344752		F8WFE5	ENSG00000261846
METRNL	284207	Q641Q3		ENSG00000275031
KIR2DS4	3809	P43632		ENSG00000275731
NOSTRIN	115677		A0A0G2JM79	ENSG00000275326
KIR2DL4	3805		A0A0G2JLZ7	ENSG00000275317
KIR2DL4	3805		A0A0G2JNG7	ENSG00000275317
AADACL2	344752	Q6P093		ENSG00000261846
NOSTRIN	115677		A0A0G2JPW3	ENSG00000275326
NOSTRIN	115677		H7BZA6	ENSG00000275326
KIR3DL1	3811		Q6H2G3	ENSG00000278856
KIR3DL2	3812	P43630	A0A0U1WNF3	ENSG00000275083
TBCD	6904		A0A0J9YWI5	ENSG00000278759
KIR3DL2	3812	P43630		ENSG00000275083
TBCD	6904		A0A0J9YVR1	ENSG00000278759
KIR3DL1	3811		A0A0G2JM66	ENSG00000278856
		Q8WZ33		ENSG00000277400
MAFIP	727764			ENSG00000274847
KIF26B	55083		A0A0G2JR66	ENSG00000281216
KCNIP4	80333		A0A0G2JRL8	ENSG00000281758
TBCD	6904		I3L1L0	ENSG00000278759
TBCD	6904		A0A0J9YXU4	ENSG00000278759
KRTAP5-6	440023	Q6L8G9		ENSG00000277389
KRTAP5-1	387264	Q6L8H4		ENSG00000280585
KRTAP5-4	387267	Q6L8H1		ENSG00000278620
DECR2	26063	Q9NUI1		ENSG00000274296
DECR2	26063		Q4VXZ8	ENSG00000274296
DECR2	26063		A0A0J9YY83	ENSG00000274296
KRTAP5-4	387267		A0A0G2JQ22	ENSG00000278620
DECR2	26063		A0A0J9YXZ6	ENSG00000274296
KRTAP5-5	439915		A0A0G2JS28	ENSG00000278302
KRTAP5-5	439915		A0A0G2JMZ9	ENSG00000278302
TBCD	6904		A0A0J9YVU1	ENSG00000278759
TBCD	6904		A0A0J9YYG2	ENSG00000278759
TBCD	6904		A0A0J9YY08	ENSG00000278759
DECR2	26063		G3V0I9	ENSG00000274296
DECR2	26063		A0A0J9YWI0	ENSG00000274296
DUSP8	1850	Q13202		ENSG00000278165
				ENSG00000273748
IFITM10			A0A0G2JR53	ENSG00000281618
DECR2	26063		H7C078	ENSG00000274296
KRTAP5-3	387266	Q6L8H2		ENSG00000281191
KIR2DL4	3805	Q99706		ENSG00000275456
KRTAP5-2	440021	Q701N4		ENSG00000281533
CPEB1	64506	Q9BZB8		ENSG00000277445
CPEB1	64506		A0A024R214	ENSG00000277445
CYFIP1	23191		A0A0G2JR96	ENSG00000280618
CYFIP1	23191		A0A0G2JQT1	ENSG00000280618
KIR2DS1	3806		A0A0G2JQ47	ENSG00000275306
CYFIP1	23191		A0A0G2JQH3	ENSG00000280618
CYFIP1	23191		A0A0G2JRP0	ENSG00000280618
CPEB1	64506		A0A0J9YXP0	ENSG00000277445
CYFIP1	23191		A0A0G2JRV9	ENSG00000280618
CPEB1	64506		A0A087WVR7	ENSG00000277445
CYFIP1	23191		A0A0G2JRX2	ENSG00000280618
CYFIP1	23191		A0A0G2JRF5	ENSG00000280618
CPEB1	64506		A0A0J9YX15	ENSG00000277445
CPEB1	64506		H3BNX1	ENSG00000277445
GOLGA6L1	283767	Q8N7Z2		ENSG00000275009
CPEB1	64506		H3BPD6	ENSG00000277445
CPEB1	64506		H3BTE4	ENSG00000277445
CPEB1	64506		A0A087X171	ENSG00000277445
B3GNTL1	146712	Q67FW5	A0A024R8X6	ENSG00000277033
RAB11FIP3	9727	O75154		ENSG00000275338
LRRC56	115399		A0A0G2JLS1	ENSG00000273831
KRT20	54474	P35900		ENSG00000263057
RAB11FIP3	9727		A0A0J9YWV4	ENSG00000275338
RAB11FIP3	9727		A0A0J9YY48	ENSG00000275338
KRTAP3-1		Q9BYR8		ENSG00000262068
NDUFA6	4700	P56556		ENSG00000272765
NDUFA6	4700		R4GN43	ENSG00000272765
RAB11FIP3	9727		A0A0J9YWM0	ENSG00000275338
RAB11FIP3	9727		A0A0J9YXZ3	ENSG00000275338
B3GNTL1	146712		I3L1A1	ENSG00000277033
KRTAP3-2	83897	Q9BYR7		ENSG00000263296
KRTAP4-9	100132386		A0A0G2JLF9	ENSG00000262121
GOLGA6L9	440295	A6NEM1		ENSG00000274320
B3GNTL1	146712		I3L4B6	ENSG00000277033
SMN2	6606	Q16637		ENSG00000273772
SMN2	6607	Q16637		ENSG00000273772
KRTAP2-4	85294	Q9BYR9		ENSG00000263091
MEGF11	84465		A0A0G2JMV8	ENSG00000277848
B3GNTL1	146712		I3L232	ENSG00000277033
SMN2	6606		B4DP61	ENSG00000273772
SMN2	6607		B4DP61	ENSG00000273772
SMN2	6606		E7EQZ4	ENSG00000273772
SMN2	6607		E7EQZ4	ENSG00000273772
TCF20	6942	Q9UGU0	W5ZR30	ENSG00000262024
			A0A0J9YYC4	ENSG00000282755
TCF20	6942	Q9UGU0		ENSG00000262024
KIR3DL2	3812		A0A0G2JP93	ENSG00000278403
TCF20	6942		A9JX13	ENSG00000262024
TCF20	6942		I3L1M7	ENSG00000262024
SMN2	6606		H0YBZ9	ENSG00000273772
SMN2	6607		H0YBZ9	ENSG00000273772
KIR3DL2	3812		A0A0G2JM36	ENSG00000278403
SMDT1	91689		F8WDX6	ENSG00000272901
KIR2DS2	100132285		K7R1S5	ENSG00000275737
MEGF11	84465		A0A0G2JLW8	ENSG00000277848
SMDT1	91689	Q9H4I9		ENSG00000272901
KIR2DL5B	553128		A0A330IXA5	ENSG00000278481
KIR2DS3	3808		K7QT50	ENSG00000277163
MEGF11	84465		A0A0G2JN40	ENSG00000277848
MEGF11	84465		A0A087WT97	ENSG00000277848
			K7RE56	ENSG00000278086
KIR2DL4	3805		A0A0G2JNK6	ENSG00000277540
KRT23	25984	Q9C075	A0A024R1X9	ENSG00000263309
GOLGA6L10	647042		A0A0M3HER8	ENSG00000274042
GOLGA6L10	647042		A0A0G2JNH6	ENSG00000274042
KRT23	25984	Q9C075		ENSG00000263309
GOLGA8F	100132565		A0A0G2JPF6	ENSG00000276896
CYP2D7				ENSG00000263181
KRT23	25984		Q9UFN7	ENSG00000263309
GOLGA8F	100132565		A0A0G2JP71	ENSG00000276896
CYP2D7			F5H6E7	ENSG00000278088
GART	2618		A0A140TA71	ENSG00000262473
KRT23	25984		J3QR55	ENSG00000263309
SMDT1	91689		F8WDX6	ENSG00000272835
KRT23	25984		K7EPI0	ENSG00000263309
GART	2618	P22102		ENSG00000262473
SMDT1	91689	Q9H4I9		ENSG00000272835
KIR2DL4	3805		A0A0G2JPG6	ENSG00000277540
KIR2DL4	3805		A0A0G2JNE8	ENSG00000277540
CYP2D7			A0A2R9YJI8	ENSG00000263181
			A0A0G2JLW4	ENSG00000275049
KRT40	125115		G3V1C2	ENSG00000262845
CYP2D7			A0A0G2JMD2	ENSG00000263181
NDUFA6	4700	P56556		ENSG00000273397
DNAJC28	54943	Q9NX36		ENSG00000262911
KIR2DL1	3802		Q6H2H3	ENSG00000274692
NDUFA6	4700		A0A2Y9D025	ENSG00000273397
KRT40	125115	Q6A162		ENSG00000262845
NDUFA6	4700		R4GN43	ENSG00000273397
KRTAP1-1	81851	Q07627		ENSG00000262808
	728279			ENSG00000262731
TUBGCP5	114791		A0A0G2JSA7	ENSG00000276856
IFNGR2	3460		A0A0G2JLC6	ENSG00000262795
KRTAP4-11	653240	Q9BYQ6		ENSG00000263229
TUBGCP5	114791		A0A0G2JQI0	ENSG00000276856
KRTAP1-3	81850	Q8IUG1		ENSG00000262347
KRTAP4-16			G5E9R7	ENSG00000262520
TUBGCP5	114791		A0A0G2JPW5	ENSG00000276856
TUBGCP5	114791		A0A0G2JQX1	ENSG00000276856
TUBGCP5	114791		A0A087X006	ENSG00000276856
OR2T6	254879	Q8NHC8		ENSG00000278659
OR2T2	401992	Q6IF00		ENSG00000275754
KRT12		Q99456		ENSG00000263243
OR2T4	127074	Q8NH00		ENSG00000275617
TUBGCP5	114791		A0A0G2JQK2	ENSG00000276856
OR2T7	81458	P0C7T2		ENSG00000281489
KRTAP1-5	83895	Q9BYS1		ENSG00000261862
TUBGCP5	114791		A0A0G2JS51	ENSG00000276856
OR2T1	26696	O43869	A0A126GVY3	ENSG00000273508
TUBGCP5	114791		A0A0G2JRG1	ENSG00000276856
OR2T3	343173	Q8NH03	A0A126GVW5	ENSG00000277113
OR2T5	401993	Q6IEZ7		ENSG00000275102
CYP2D7				ENSG00000278088
KRT39	390792	Q6A163		ENSG00000262164
KIR3DL3	115653		A0A0G2JMQ2	ENSG00000275062
KRT39	390792		J3QRE9	ENSG00000262164
KRTAP2-1	81872	Q9BYU5		ENSG00000261852
KRTAP2-1	81872		F5H1T9	ENSG00000261852
KRTAP3-3	85293	Q9BYR6		ENSG00000263101
KRTAP2-3	730755	P0C7H8		ENSG00000262862
IFNGR2	3460		A0A0G2JLD7	ENSG00000262795
KRTAP4-12	83755	Q9BQ66		ENSG00000263236
CYP2D6	1565		Q38LG0	ENSG00000272532
CYP2D6	107987478		Q38LG0	ENSG00000272532
CYP2D6	107987479		Q38LG0	ENSG00000272532
IFNGR2	3460		A0A0G2JLE8	ENSG00000262795
IFNGR2	3460	P38484		ENSG00000262795
KRTAP1-4	728255	P0C5Y4		ENSG00000263242
	100996750		A0A140TA64	ENSG00000266286
IFNGR2	3460		A0A0G2JLE2	ENSG00000262795
KRTAP4-8	728224		A0A0G2JLE6	ENSG00000261968
CYP2D6	1565		A0A0G2JLK7	ENSG00000272532
CYP2D6	107987478		A0A0G2JLK7	ENSG00000272532
CYP2D6	107987479		A0A0G2JLK7	ENSG00000272532
IFNGR2	3460		H7C1V5	ENSG00000262795
KRTAP4-8	728224		A0A0G2JPP1	ENSG00000261968
GOLGA8G	283768		A0A0G2JP48	ENSG00000273651
CYP2D7			A0A0G2JNM9	ENSG00000278088
PHRF1	57661		A0A0J9YX88	ENSG00000274780
CYP2D7			A0A0G2JLV4	ENSG00000278088
HERC2	8924		A0A0G2JLM1	ENSG00000277278
			Q38LG0	ENSG00000272000
			A0A0G2JLK7	ENSG00000272000
NDUFA6	4700	P56556		ENSG00000277365
KIR3DS1	3813		O43469	ENSG00000275037
			A0A024RB15	ENSG00000274700
TMEM50B	757	P56557		ENSG00000263160
KIR3DS1	3813		Q4KN23	ENSG00000275037
NDUFA6	4700		A0A2Y9D025	ENSG00000277365
KIR3DS1	3813		A0A0G2JN05	ENSG00000275037
NDUFA6	4700		R4GN43	ENSG00000277365
SMDT1	91689		F8WDX6	ENSG00000274112
TMEM50B	757		F8WBF4	ENSG00000263160
KIR3DS1	3813		A0A0G2JMV4	ENSG00000275037
KIR3DL2	3812		A0A0G2JP93	ENSG00000277982
SMDT1	91689	Q9H4I9		ENSG00000274112
TMEM50B	757		F8WDH1	ENSG00000263160
TMEM50B	757		C9K0I4	ENSG00000263160
KIR2DL2	3803		A0A0C4ZN23	ENSG00000276731
KIR3DL2	3812		A0A0G2JM36	ENSG00000277982
PHRF1	57661	Q9P1Y6		ENSG00000274780
GTF2H2	2966	Q13888		ENSG00000276910
GTF2H2	728340	Q13888		ENSG00000276910
KIR2DL3	3804	P43628	E3NZD8	ENSG00000275008
PHRF1	57661		A0A0J9YWD5	ENSG00000274780
KIR2DL5A	57292		B0L652	ENSG00000276177
PHRF1	57661		B7ZM65	ENSG00000274780
PHRF1	57661		A0A0J9YYB5	ENSG00000274780
KIR2DS3	3808		K7RE56	ENSG00000275599
NKD2	85409	Q969F2		ENSG00000276920
CYP2D6	1565		H7BY38	ENSG00000275211
CYP2D6	107987478		H7BY38	ENSG00000275211
CYP2D6	107987479		H7BY38	ENSG00000275211
LMNTD2	256329	Q8IXW0		ENSG00000275873
FAM120B	84498		A0A0D9SEJ5	ENSG00000275333
KIR3DL3	115653		A0A0C4ZR07	ENSG00000274394
LMNTD2	256329		A0A0J9YX42	ENSG00000275873
LMNTD2	256329		A0A0J9YXG3	ENSG00000275873
FAM120B	84498		F5GY05	ENSG00000275333
FAM120B	84498	Q96EK7		ENSG00000275333
KIR2DL1	3802		Q6H2H2	ENSG00000275522
KIR2DL1	3802		A0A0G2JND8	ENSG00000275522
DLL1	28514	O00548	A0A384P5C6	ENSG00000275555
DLL1	28514		A0A0D9SF76	ENSG00000275555
GTF2H2	2966		D6RAW1	ENSG00000276910
GTF2H2	728340		D6RAW1	ENSG00000276910
SLC12A7	10723		A0A0G2JNW7	ENSG00000276482
GTF2H2	2966		R4GMS9	ENSG00000276910
GTF2H2	728340		R4GMS9	ENSG00000276910
SLC12A7	10723		A0A0G2JQE3	ENSG00000276482
CYP2D6	1565		Q6NWU0	ENSG00000275211
CYP2D6	107987478		Q6NWU0	ENSG00000275211
CYP2D6	107987479		Q6NWU0	ENSG00000275211
GTF2H2	2966		D6RGC9	ENSG00000276910
GTF2H2	728340		D6RGC9	ENSG00000276910
CYP2D6	1565	P10635		ENSG00000275211
CYP2D6	107987478	P10635		ENSG00000275211
CYP2D6	107987479	P10635		ENSG00000275211
KIR3DS1	3813		O43469	ENSG00000274283
KIR3DS1	3813		A0A0G2JMV4	ENSG00000274283
GTF2H2	2966		R4GMV2	ENSG00000276910
GTF2H2	728340		R4GMV2	ENSG00000276910
TNFRSF14	8764		F6UPZ7	ENSG00000273936
TCF20	6942	Q9UGU0	W5ZR30	ENSG00000276461
TCF20	6942	Q9UGU0		ENSG00000276461
TCF20	6942		A9JX13	ENSG00000276461
TCF20	6942		I3L1M7	ENSG00000276461
SERF1B	8293	O75920		ENSG00000277429
SERF1B	728492	O75920		ENSG00000277429
KIR2DS1	3806		A0A7D4Y6C7	ENSG00000278304
SERF1B	8293		E5RIX6	ENSG00000277429
SERF1B	728492		E5RIX6	ENSG00000277429
TNFRSF14	8764		F6Q0M4	ENSG00000273936
KIR2DL5A	57292		B0L652	ENSG00000276686
SERF1B	8293		D6RC90	ENSG00000277429
SERF1B	728492		D6RC90	ENSG00000277429
TNFRSF14	8764		B9A034	ENSG00000273936
SERF1B	8293		D6RC42	ENSG00000277429
SERF1B	728492		D6RC42	ENSG00000277429
SERF1B	8293		E5RIQ9	ENSG00000277429
SERF1B	728492		E5RIQ9	ENSG00000277429
SERF1B	8293		E5RHJ0	ENSG00000277429
SERF1B	728492		E5RHJ0	ENSG00000277429
SERF1B	8293		D6RCL9	ENSG00000277429
SERF1B	728492		D6RCL9	ENSG00000277429
MUC20	200958		H7C102	ENSG00000278114
RNH1	6050	P13489	A0A140VJT8	ENSG00000276230
ERICH1	157697		A0A1Y8EN93	ENSG00000282665
MUC20	200958		C9JJE7	ENSG00000278114
MUC20	200958	Q8N307		ENSG00000278114
TNFRSF14	8764	Q92956	A0A024R052	ENSG00000273936
MUC20	200958		A0A0G2JM47	ENSG00000278114
UGT2A3	79799	Q6UWM9		ENSG00000278216
KIR2DL3	3804	P43628	E3NZD8	ENSG00000275658
				ENSG00000278633
UGT2A3	79799		A0A0G2JRR8	ENSG00000278216
KIR2DS1			B1N8M6	ENSG00000276387
TNFRSF14	8764		A0A0D9SF52	ENSG00000273936
KIR2DS1			A0A0G2JNJ6	ENSG00000276387
TTC34	100287898	A8MYJ7		ENSG00000275571
UGT2B10	7365	P36537		ENSG00000275190
MMEL1	79258		J3KRD2	ENSG00000277131
RNH1	6050		E9PR82	ENSG00000276230
RNH1	6050		H0YCR7	ENSG00000276230
UGT2B15	7366		A0A0G2JMZ5	ENSG00000277132
RNH1	6050		E9PMA9	ENSG00000276230
RNH1	6050		E9PIM9	ENSG00000276230
RNH1	6050		E9PLZ3	ENSG00000276230
RNH1	6050		E9PMJ3	ENSG00000276230
RNH1	6050		E9PMI1	ENSG00000276230
NAIP	4671		A0A0G2JS53	ENSG00000276068
RNH1	6050		A0A0J9YXC4	ENSG00000276230
NAIP	4671		B7ZLE8	ENSG00000276068
NAIP	4671		A0A0G2JQE0	ENSG00000276068
NAIP	4671		E5RJA3	ENSG00000276068
DRD4	1815	P21917		ENSG00000276825
NAIP	4671		A0A0G2JNC7	ENSG00000276068
DEAF1	10522		A0A0J9YX80	ENSG00000282712
DEAF1	10522		A0A0J9YXA4	ENSG00000282712
KIR2DL4	3805		Q86U48	ENSG00000278201
DEAF1	10522		A0A0J9YWD6	ENSG00000282712
TMPRSS11E	28983		A0A0G2JNI0	ENSG00000274058
TMPRSS11E	28983		H0Y9G7	ENSG00000274058
		P0DMU3		ENSG00000268674
			A0AVG0	ENSG00000277475
KIR2DL4	3805		A0A0G2JNE8	ENSG00000278201
LILRA4	23547	P59901		ENSG00000276798
OR8U9	504190	P0C7N5		ENSG00000281038
OR8J2				ENSG00000263150
KIR3DL2	3812		A0A0G2JLP2	ENSG00000275838
OR8U8	504189			ENSG00000262315
KIR3DL2	3812		A0A0G2JMW7	ENSG00000275838
OR5T3	390154	Q8NGG3		ENSG00000261897
CNTNAP2	26047		A0A0J9YYA0	ENSG00000278728
OR5T2	219464	Q8NGG2		ENSG00000262851
OR8K3	219473	Q8NH51		ENSG00000262755
MCCC2	64087		A0A0G2JM88	ENSG00000281742
CNTNAP2	26047		A0A0J9YWG3	ENSG00000278728
OR8H1	219469	Q8NGG4	A0A126GVW6	ENSG00000262611
IRF7	3665		E9PSE3	ENSG00000276561
OR8H1	219469		A0A087X0G6	ENSG00000262611
CNTNAP2	26047	Q9UHC6		ENSG00000278728
OR5T1	390155	Q8NG75	A0A126GVL6	ENSG00000262784
OR8K1	390157	Q8NGG5	A0A126GVZ6	ENSG00000263328
OR8J1	219477	Q8NGP2		ENSG00000262796
MMEL1	79258	Q495T6		ENSG00000277131
IRF7	3665	Q92985	A0A024RCA2	ENSG00000276561
KIR3DL3	115653		A0A0G2JM20	ENSG00000276572
IRF7	3665	Q92985		ENSG00000276561
IRF7	3665		E9PIA7	ENSG00000276561
LAIR1	3903		A0A0G2JQ50	ENSG00000276163
MUC20	200958		A0A0G2JQF3	ENSG00000275430
MUC20	200958		A0A0G2JRT2	ENSG00000275430
MUC20	200958		A0A0G2JR84	ENSG00000275430
CNOT3	4849	O75175	A0A024R4R3	ENSG00000273943
MUC20	200958		A0A0G2JN31	ENSG00000275430
LAIR1	3903	Q6GTX8		ENSG00000276163
IRF7	3665		M9RSF4	ENSG00000276561
YTHDC1	91746	Q96MU7		ENSG00000275272
CNOT3	4849		A0A2H2FJL5	ENSG00000273943
YTHDC1	91746		J3QR07	ENSG00000275272
LENG1	79165	Q96BZ8		ENSG00000278426
YTHDC1	91746		J3KRG5	ENSG00000275272
YTHDC1	91746		J3KS01	ENSG00000275272
YTHDC1	91746		J3KRW0	ENSG00000275272
SNTB2	6645		A0A0G2JM75	ENSG00000260873
SNTB2	6645		A0A140TA73	ENSG00000260873
BDP1	55814		A0A0G2JNU3	ENSG00000274803
SNTB2	6645		A0A0G2JLB8	ENSG00000260873
BDH1	622	Q02338	A0A384MTY4	ENSG00000275544
VSTM1	284415	Q6UX27		ENSG00000276066
BDH1	622		E9PCG9	ENSG00000275544
VSTM1	284415		A0A0G2JPS7	ENSG00000276066
VSTM1	284415		D2DJS5	ENSG00000276066
NLRP7	199713	Q8WX94		ENSG00000277071
VSTM1	284415		G8JLN4	ENSG00000276066
PANK4	55229	Q9NVE7		ENSG00000273494
BDH1	622		C9K0G7	ENSG00000275544
BDH1	622		A0A0G2JRX6	ENSG00000275544
PANK4	55229		E9PHT6	ENSG00000273494
BDH1	622		C9JQ90	ENSG00000275544
PANK4	55229		H0YA26	ENSG00000273494
HRAS	3265	P01112		ENSG00000276536
BDH1	622		C9JEB9	ENSG00000275544
BDH1	622		C9JM78	ENSG00000275544
HRAS	3265	P01112	X5D945	ENSG00000276536
PANK4	55229		H0Y9E4	ENSG00000273494
NLRP2	55655	Q9NX02		ENSG00000274638
UTP4	84916		H3BRM8	ENSG00000262788
PANK4	55229		H0YA31	ENSG00000273494
PANK4	55229		H0YA02	ENSG00000273494
PANK4	55229		D6RJF3	ENSG00000273494
HRAS	3265		A0A0J9YXG8	ENSG00000276536
BDP1	55814		H7C5U4	ENSG00000274803
BDP1	55814		H0YCV8	ENSG00000274803
BDP1	55814		A0A0G2JN16	ENSG00000274803
RASSF7	8045		A0A0G2JLR5	ENSG00000273859
UTP4	84916	Q969X6		ENSG00000262788
CNOT3	4849	O75175	A0A024R4R3	ENSG00000274941
UTP4	84916		A0A0J9YWM9	ENSG00000262788
RASSF7	8045		A0A0J9YYE4	ENSG00000273859
UTP4	84916		A0A0J9YXV4	ENSG00000262788
UTP4	84916		A0A0J9YWK2	ENSG00000262788
SMN1	6606		B4DP61	ENSG00000275349
PLCH2	9651	O75038		ENSG00000276429
CNOT3	4849		A0A2H2FJL5	ENSG00000274941
UTP4	84916		A0A0J9YX18	ENSG00000262788
UTP4	84916		A0A0J9YXZ9	ENSG00000262788
DEFB104B	503618	Q8WTQ1		ENSG00000277006
RASSF7	8045		A0A0G2JMW4	ENSG00000273859
SMN1	6606	Q16637		ENSG00000275349
LAIR1	3903		A0A0G2JLV7	ENSG00000276163
RASSF7	8045	Q02833		ENSG00000273859
LENG1	79165	Q96BZ8		ENSG00000276628
LAIR1	3903		A0A0G2JNK8	ENSG00000276163
RASSF7	8045		E9PM39	ENSG00000273859
SMN1	6606		A0A0G2JRY6	ENSG00000275349
RASSF7	8045		H0YEI0	ENSG00000273859
VSTM1	284415	Q6UX27		ENSG00000274953
DEFB105B	245908	Q8NG35	A0A0K0K1I4	ENSG00000274729
DEFB105B	504180	Q8NG35	A0A0K0K1I4	ENSG00000274729
SMN1	6606		A0A0G2JRX5	ENSG00000275349
SMN1	6606		A0A0G2JQN8	ENSG00000275349
SMN1	6606		H0YBZ9	ENSG00000275349
VSTM1	284415		A0A0G2JPS7	ENSG00000274953
NDUFA3	4696	O95167	Q6FGG4	ENSG00000276766
PRR23D1	100131608	E9PI22		ENSG00000274540
PRR23D1	100133251	E9PI22		ENSG00000274540
VSTM1	284415		D2DJS5	ENSG00000274953
SMN1	6606		E7EQZ4	ENSG00000275349
VSTM1	284415		G8JLN4	ENSG00000274953
DEFB4B	1673	O15263		ENSG00000275444
DEFB4B	100289462	O15263		ENSG00000275444
DEFB103B	55894	P81534		ENSG00000273641
HES5	388585	Q5TA89		ENSG00000273529
	9437	O76036		ENSG00000273506
GP6	51206	Q9HCN6		ENSG00000274050
ZNF705G	100131980		A0A0G2JMF9	ENSG00000274195
SERF1A	8293	O75920		ENSG00000275581
DEFB107B	245910	Q8IZN7		ENSG00000277530
DEFB107B	503614	Q8IZN7		ENSG00000277530
SERF1A	8293		D6RC90	ENSG00000275581
SERF1A	8293		D6RC42	ENSG00000275581
SERF1A	8293		D6RCL9	ENSG00000275581
SERF1A	8293		E5RIQ9	ENSG00000275581
SERF1A	8293		E5RHJ0	ENSG00000275581
MBOAT7	79143	Q96N66		ENSG00000277923
	147798	Q7Z404	A0A140VJX7	ENSG00000274905
SPAG11B	10407		A0A0G2JR18	ENSG00000274405
SPAG11B	653423		A0A0G2JR18	ENSG00000274405
SPAG11B	10407		A0A0G2JQZ6	ENSG00000274405
SPAG11B	653423		A0A0G2JQZ6	ENSG00000274405
NDUFA3	4696	O95167	Q6FGG4	ENSG00000275724
RDH13	112724	Q8NBN7		ENSG00000276341
SPAG11B	10407		A0A0G2JNX7	ENSG00000274405
SPAG11B	653423		A0A0G2JNX7	ENSG00000274405
SPAG11B	10407		A0A0G2JPD9	ENSG00000274405
SPAG11B	653423		A0A0G2JPD9	ENSG00000274405
TSEN34	79042	Q9BSV6	A0A024R4N9	ENSG00000274078
SPAG11B	10407		A0A0G2JNB2	ENSG00000274405
SPAG11B	653423		A0A0G2JNB2	ENSG00000274405
SPAG11B	10407	Q08648		ENSG00000274405
SPAG11B	653423	Q08648		ENSG00000274405
TSEN34	79042		E7EQB3	ENSG00000274078
SPAG11B	10407		A0A0G2JN59	ENSG00000274405
SPAG11B	653423		A0A0G2JN59	ENSG00000274405
SPAG11B	10407		A0A0G2JLP6	ENSG00000274405
SPAG11B	653423		A0A0G2JLP6	ENSG00000274405
PRXL2B	127281		A0A2P0CTB1	ENSG00000275125
OSCAR	126014	Q8IYS5		ENSG00000275551
PRXL2B	127281		J3KPF5	ENSG00000275125
DEFB106B	503841	Q8N104		ENSG00000275794
PRXL2B	127281		A0A2P0CU24	ENSG00000275125
PRXL2B	127281		J3KPF6	ENSG00000275125
RPS9	6203	P46781	A0A024R4M0	ENSG00000277359
PRXL2B	127281		A0A0G2JRR6	ENSG00000275125
RPS9	6203		B5MCT8	ENSG00000277359
PRXL2B	127281		A0A0G2JSF1	ENSG00000275125
OSCAR	126014		A0A0G2JMM7	ENSG00000275551
KIR2DL4	3805		Q86U48	ENSG00000276979
MBOAT7	79143	Q96N66		ENSG00000278519
NLRP2	55655	Q9NX02		ENSG00000278789
CDHR5	53841		A0A0G2JMW3	ENSG00000273572
KIR2DL4	3805		A0A0G2JNE8	ENSG00000276979
PRXL2B	127281		A0A0A0MT35	ENSG00000275125
PRXL2B	127281		A0A0A0MRV4	ENSG00000275125
CDHR5	53841		E9PMY2	ENSG00000273572
CDHR5	53841		A0A0G2JP44	ENSG00000273572
