Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name
WBGene00000445	179485	P41936		ceh-22
WBGene00000445	179485	P41936		ceh-22
WBGene00000445	179485		A0A2C9C3N2	ceh-22
WBGene00000445	179485		A0A2C9C312	ceh-22
WBGene00000446	176096	P34663		ceh-23
WBGene00000447	179877	Q9NLC2		ceh-24
WBGene00000448	176137	P34522		pros-1
WBGene00000449	185853		Q9XVN4	ceh-27
WBGene00000449	185853		Q9XVN4	ceh-27
WBGene00000449	185853		H2L2F8	ceh-27
WBGene00000450	191619	G5EE18		ceh-28
WBGene00000451	191620	Q22909		ceh-30
WBGene00000451	191620	Q22909		ceh-30
WBGene00000452	191621	Q22910		ceh-31
WBGene00000453	179603	Q23175		ceh-32
WBGene00000454	191622	Q94166		ceh-33
WBGene00000455	178919	Q94165		ceh-34
WBGene00000457	181529	Q93352		ceh-36
WBGene00000458	181530	Q93356		ceh-37
WBGene00000458	181530		A0A078BPG5	ceh-37
WBGene00000458	181530		A0A078BPE8	ceh-37
WBGene00000458	181530		A0A4V6M3C3	ceh-37
WBGene00000459	174136	Q19720		ceh-38
WBGene00000459	174136	Q19720		ceh-38
WBGene00000459	174136	Q19720		ceh-38
WBGene00000459	174136	Q19720		ceh-38
WBGene00000459	174136		A0A1X7RBM7	ceh-38
WBGene00000459	174136		A0A1X7RBM7	ceh-38
WBGene00000459	174136		A0A1X7RCT5	ceh-38
WBGene00000459	174136		A0A1X7RCT5	ceh-38
WBGene00000459	174136		A0A1X7RBJ2	ceh-38
WBGene00000459	174136		A0A1X7RBJ2	ceh-38
WBGene00000459	174136		A0A1X7RBJ5	ceh-38
WBGene00000459	174136		A0A1X7RC48	ceh-38
WBGene00000459	174136		A0A1X7RC50	ceh-38
WBGene00000459	174136		A0A1X7RC50	ceh-38
WBGene00000459	174136		A0A1X7RBR4	ceh-38
WBGene00000459	174136		A0A1X7RBK3	ceh-38
WBGene00000459	174136		A0A1X7RBM0	ceh-38
WBGene00000459	174136		A0A1X7RBM0	ceh-38
WBGene00000459	174136		A0A1X7RBS0	ceh-38
WBGene00000459	174136		A0A1X7RBN7	ceh-38
WBGene00000459	174136		A0A1X7RCV1	ceh-38
WBGene00000459	174136		A0A1X7RBK2	ceh-38
WBGene00000459	174136		A0A1X7RBK4	ceh-38
WBGene00000459	174136		A0A1X7RBK4	ceh-38
WBGene00000460	180505	Q22812		ceh-39
WBGene00000461	191624	Q19503		ceh-40
WBGene00000462	180503		Q22810	ceh-41
WBGene00000463	175581	Q18273		ceh-43
WBGene00000463	175581		A0A1X7RBT1	ceh-43
WBGene00000464	175372	Q9BL02		ceh-44
WBGene00000464	175372	Q8IA98		ceh-44
WBGene00000464	175372	Q8IA98		ceh-44
WBGene00000465	175586	Q17802		cpg-1
WBGene00000465	175586	Q17802		cpg-1
WBGene00000466	172814	Q17607		cel-1
WBGene00000466	172814		Q6A3Q2	cel-1
WBGene00000467	172616	Q20646		cep-1
WBGene00000467	172616	Q20646		cep-1
WBGene00000467	172616	Q20646		cep-1
WBGene00000467	172616	Q20646		cep-1
WBGene00000467	172616	Q20646		cep-1
WBGene00000468	185718		G5ECN8	ces-1
WBGene00000469	173365	Q94126		ces-2
WBGene00000472	174690		O62213	cey-1
WBGene00000473	172219		P91306	cey-2
WBGene00000474	172211		P91398	cey-3
WBGene00000475	176516		G5EDV3	cey-4
WBGene00000476	188793	O02326		cfi-1
WBGene00000477	178939		Q95QV2	cft-1
WBGene00000478	178768	G5ECQ2		cfz-2
WBGene00000479	176061	Q95YF3		cgh-1
WBGene00000480	178540	Q18905		cgp-1
WBGene00000480	178540		A0A0K3ASE6	cgp-1
WBGene00000480	178540		A0A0K3AW00	cgp-1
WBGene00000481	24105307	P32756		cha-1
WBGene00000482	181421	Q22516		chd-3
WBGene00000483	183847	Q966L8		che-1
WBGene00000483	183847		Q0PCD8	che-1
WBGene00000484	180401		G5EGF0	che-2
WBGene00000485	172593	Q19542		che-3
WBGene00000487	182823		O61827	che-6
WBGene00000488	184979		A0A131MBQ3	che-7
WBGene00000488	184979		A0A131MB60	che-7
WBGene00000488	184979		A0A131MB33	che-7
WBGene00000488	184979		A0A131MBM6	che-7
WBGene00000490	179666		P90757	che-11
WBGene00000491	179433	Q17423		che-12
WBGene00000491	179433	Q17423		che-12
WBGene00000491	179433	Q17423		che-12
WBGene00000491	179433	Q17423		che-12
WBGene00000492	186607	Q93833		che-13
WBGene00000492	186607	Q93833		che-13
WBGene00000493	172240		G5EEW0	che-14
WBGene00000496	172508	G5ECD6		chs-1
WBGene00000496	172508	G5ECD6		chs-1
WBGene00000497	173405	G5EBQ8		chs-2
WBGene00000497	173405	G5EBQ8		chs-2
WBGene00000497	173405		A0A0K3AR16	chs-2
WBGene00000498	3565921	Q9N3Z3		chk-1
WBGene00000498	3565921	Q9N3Z3		chk-1
WBGene00000499	180304	Q9U1Y5		chk-2
WBGene00000500	172303		G5ECY6	chn-1
WBGene00000501	178274	O02228		cho-1
WBGene00000502	172138	G5EEI8		chp-1
WBGene00000503	180628	Q11174		cht-1
WBGene00000506	175357	Q9TYP2		cic-1
WBGene00000507	176125	P34425		cit-1.1
WBGene00000508	176126	P34424		cit-1.2
WBGene00000508	176126	P34424		cit-1.2
WBGene00000508	176126	P34424		cit-1.2
WBGene00000509	177807		O17610	cka-1
WBGene00000509	177807		B3GWD5	cka-1
WBGene00000509	177807		A0A061AIW1	cka-1
WBGene00000510	180703	Q22942		cka-2
WBGene00000510	180703	Q22942		cka-2
WBGene00000510	180703	Q22942		cka-2
WBGene00000511	181904	P46558		ckb-1
WBGene00000512	175565	P46559		ckb-2
WBGene00000513	181905	P46560		ckb-3
WBGene00000514	184864		Q9GZF3	ckb-4
WBGene00000515	188971		Q22820	ckc-1
WBGene00000515	188971		Q86MJ6	ckc-1
WBGene00000515	188971		Q86MJ6	ckc-1
WBGene00000516	174260	Q22197		cki-1
WBGene00000517	174261		Q22198	cki-2
WBGene00000517	174261		Q22198	cki-2
WBGene00000517	174261		G5EEJ2	cki-2
WBGene00000517	174261		G5EEJ2	cki-2
WBGene00000517	174261		U4PBK8	cki-2
WBGene00000518	182278	Q3Y416		ckk-1
WBGene00000518	182278	Q3Y416		ckk-1
WBGene00000519	176546		Q9U2D2	cku-70
WBGene00000520	175578		Q21829	cku-80
WBGene00000520	175578		Q21829	cku-80
WBGene00000520	175578		A0A131MBI3	cku-80
WBGene00000520	175578		A0A131MCF2	cku-80
WBGene00000521	179743		G5EFL9	cky-1
WBGene00000522	181293		Q93198	clc-1
WBGene00000522	181293		Q93198	clc-1
WBGene00000523	180999	Q11085		clc-2
WBGene00000523	180999		A0A4V0IK28	clc-2
WBGene00000524	180625		Q23532	clc-3
WBGene00000524	180625		H2KYF7	clc-3
WBGene00000525	188095		Q22191	clc-4
WBGene00000526	181000	Q9NGJ7		clc-5
WBGene00000527	172678		G5EF89	cle-1
WBGene00000527	172678		G5EDV5	cle-1
WBGene00000527	172678		G5EDQ4	cle-1
WBGene00000527	172678		G5EGA4	cle-1
WBGene00000528	174821		Q22833	clh-1
WBGene00000528	174821		G5EDQ0	clh-1
WBGene00000529	174738		G5EG93	clh-2
WBGene00000529	174738		G5EEX0	clh-2
WBGene00000529	174738		G5EGQ0	clh-2
WBGene00000530	174187	Q9BMK9		clh-3
WBGene00000530	174187	Q9BMK9		clh-3
WBGene00000530	174187	Q9BMK9		clh-3
WBGene00000530	174187	Q9BMK9		clh-3
WBGene00000530	174187		A0A0K3ATX5	clh-3
WBGene00000530	174187		A0A0K3AR01	clh-3
WBGene00000530	174187		A0A0K3AUJ7	clh-3
WBGene00000530	174187		A0A0K3AWV4	clh-3
WBGene00000530	174187		A0A0K3ARJ6	clh-3
WBGene00000530	174187		A0A0K3ATY0	clh-3
WBGene00000530	174187		A0A0K3AR06	clh-3
WBGene00000531	180687		Q95ZP4	clh-4
WBGene00000531	180687		H2L0J1	clh-4
WBGene00000532	174449		G5EGT4	clh-5
WBGene00000533	179655		G5EC75	clh-6
WBGene00000534	178992	G5ECM9		cpi-2
WBGene00000535	177372	G5EDZ9		cpi-1
WBGene00000536	175729	P48376		clk-1
WBGene00000537	176065	Q95YE9		clk-2
WBGene00000539	179559		G5EBM4	cln-3.1
WBGene00000539	179559		G3MU35	cln-3.1
WBGene00000540	172171		G5ECU8	cln-3.2
WBGene00000541	179249		G5EES1	cln-3.3
WBGene00000542	176122	P34308		clp-1
WBGene00000542	176122	P34308		clp-1
WBGene00000542	176122	P34308		clp-1
WBGene00000542	176122	P34308		clp-1
WBGene00000542	176122	P34308		clp-1
WBGene00000542	176122	P34308		clp-1
WBGene00000543	175618		Q22143	clp-2
WBGene00000544	173089		Q9U2B2	clp-3
WBGene00000545	175326		Q8IAA9	clp-4
WBGene00000545	175326		Q8IAA8	clp-4
WBGene00000546	190738		Q9N4B2	clp-6
WBGene00000547	176953		Q9N4B1	clp-7
WBGene00000547	176953		U4PMH7	clp-7
WBGene00000548	3565419	H2KZM6		clr-1
WBGene00000548	3565419	H2KZM6		clr-1
WBGene00000548	3565419	H2KZM6		clr-1
WBGene00000548	3565419		A0A1I6CMB8	clr-1
WBGene00000549	176280	P32744		cls-2
WBGene00000549	176280		K8ESK4	cls-2
WBGene00000550	176341	P34466		clu-1
WBGene00000551	177556		Q18756	clx-1
WBGene00000552	178614	O16305		cmd-1
WBGene00000552	178614		A0A0K3AVX0	cmd-1
WBGene00000553	176989	Q9TXJ0		cmk-1
WBGene00000554	179572	G5EDN6		cnb-1
WBGene00000554	179572		H9G2Y1	cnb-1
WBGene00000555	187726		O44615	cnc-1
WBGene00000556	178637		O44611	cnc-2
WBGene00000556	178637		O44611	cnc-2
WBGene00000556	178637		A0A0K3ASA3	cnc-2
WBGene00000557	178636		O44612	cnc-3
WBGene00000558	178635		O44613	cnc-4
WBGene00000559	187729		O44614	cnc-5
WBGene00000560	175324		Q9N3V6	cnc-6
WBGene00000561	183212	P46581		cnd-1
WBGene00000562	180004		A8WI01	cng-1
WBGene00000562	180004		A8WI01	cng-1
WBGene00000563	3565463		Q7Z205	cng-3
WBGene00000564	187518	G5EEW9		cnk-1
WBGene00000565	174848	Q9XXH8		cnt-1
WBGene00000565	174848	Q9XXH8		cnt-1
WBGene00000565	174848		A0A1N7SYT2	cnt-1
WBGene00000565	174848		A0A1N7SYR6	cnt-1
WBGene00000566	176490	Q9XX14		cnt-2
WBGene00000566	176490	Q9XX14		cnt-2
WBGene00000566	176490	Q9XX14		cnt-2
WBGene00000566	176490	Q9XX14		cnt-2
WBGene00000566	176490		A0A1X7RBL4	cnt-2
WBGene00000566	176490		A0A1X7RBL4	cnt-2
WBGene00000566	176490		A0A1X7RBL4	cnt-2
WBGene00000566	176490		A0A1X7RBL1	cnt-2
WBGene00000566	176490		A0A1X7RC73	cnt-2
WBGene00000567	176390	P34652		cnx-1
WBGene00000567	176390		V6CLE5	cnx-1
WBGene00000583	183582		G5EBT7	cof-2
WBGene00000584	175149		G5EGE2	cog-1
WBGene00000584	175149		G5EGF2	cog-1
WBGene00000585	177473	Q21444		cogc-2
WBGene00000591	181003		A0A131MBD0	coh-1
WBGene00000591	181003		A0A131MBB4	coh-1
WBGene00000591	181003		A0A131MBV3	coh-1
WBGene00000591	181003		A0A131MCR9	coh-1
WBGene00000592	179949		Q19232	coh-3
WBGene00000593	177872	P17656		col-2
WBGene00000594	177695		G5EDG6	col-3
WBGene00000596	172494	P18832		col-7
WBGene00000597	175981	P18833		col-8
WBGene00000598	186210		Q20744	col-9
WBGene00000599	179298	Q17460		col-10
WBGene00000601	179453	P20630		col-12
WBGene00000601	179453	P20630		col-12
WBGene00000601	179453	P20630		col-12
WBGene00000602	179452	P20631		col-13
WBGene00000603	177559	P18834		col-14
WBGene00000603	177559		B2MZB1	col-14
WBGene00000606	173839		P91248	col-17
WBGene00000608	180397	P18835		col-19
WBGene00000609	173840		P91249	col-20
WBGene00000610	177191		Q20091	col-33
WBGene00000611	177188	P34687		col-34
WBGene00000612	172492		Q93208	col-35
WBGene00000613	174178	P34803		col-36
WBGene00000614	179668		G5ECU6	col-37
WBGene00000615	174370		Q20754	col-38
WBGene00000616	174651	Q09455		col-39
WBGene00000617	173495	P34804		col-40
WBGene00000618	181610		Q22369	col-41
WBGene00000620	179187		G5ED38	col-43
WBGene00000621	186211		Q20739	col-44
WBGene00000622	171605		O01799	col-45
WBGene00000622	171605		V6CM19	col-45
WBGene00000623	4363005		Q1EPL5	col-46
WBGene00000624	4363004		V6CLE3	col-47
WBGene00000624	4363004		V6CLD0	col-47
WBGene00000625	171873		Q9N3D7	col-48
WBGene00000626	187239		O44989	col-49
WBGene00000627	189050		O01662	col-50
WBGene00000627	189050		O01662	col-50
WBGene00000628	189052		Q7Z152	col-51
WBGene00000629	183885		O01873	col-52
WBGene00000629	183885		O01873	col-52
WBGene00000630	172222		E5QCF2	col-53
WBGene00000631	185226		O44774	col-54
WBGene00000632	188127		O01860	col-55
WBGene00000633	188271		Q9GYS2	col-56
WBGene00000634	184957		P91274	col-58
WBGene00000636	172445		Q19725	col-60
WBGene00000637	182090		Q17582	col-61
WBGene00000638	172495		Q93207	col-62
WBGene00000639	172607		Q94399	col-63
WBGene00000640	186127		O02271	col-64
WBGene00000641	187138		Q9XUT4	col-65
WBGene00000644	173395		O44796	col-68
WBGene00000645	186819		Q9TZ57	col-69
WBGene00000646	186749		O61209	H17B01.2
WBGene00000647	173695		Q9N4U2	col-71
WBGene00000648	173698		D6VP96	col-72
WBGene00000648	173698		H2L0P1	col-72
WBGene00000649	184366		P91250	col-73
WBGene00000650	173989		Q23422	col-74
WBGene00000651	186968	Q09578		col-75
WBGene00000652	174320		Q21528	col-76
WBGene00000653	174336		Q21562	col-77
WBGene00000654	189274		Q9U336	col-78
WBGene00000655	174650	Q09233		col-79
WBGene00000656	174652	Q09456		col-80
WBGene00000657	174686		Q20135	col-81
WBGene00000658	185221		Q9NAQ4	col-83
WBGene00000659	174824		Q21437	col-84
WBGene00000660	188672		O18097	col-85
WBGene00000661	190749		Q9XVY1	col-86
WBGene00000661	190749		B6GUQ3	col-86
WBGene00000662	3565880		Q7YTG4	col-87
WBGene00000663	175170		O44904	col-88
WBGene00000664	175627		Q19528	col-89
WBGene00000665	176117	P34340		col-90
WBGene00000666	184269	P34391		col-91
WBGene00000667	176528		Q9XVG3	col-92
WBGene00000668	259335		Q9U348	col-93
WBGene00000669	259336		Q9U349	col-94
WBGene00000670	176602		Q86MP1	col-95
WBGene00000671	353461		Q86MP2	col-96
WBGene00000672	176721		O18286	col-97
WBGene00000673	176724		O17805	col-98
WBGene00000674	185112	O76368		col-99
WBGene00000674	185112	O76368		col-99
WBGene00000674	185112		U4PC95	col-99
WBGene00000674	185112		U4PMN6	col-99
WBGene00000674	185112		U4PRZ7	col-99
WBGene00000674	185112		A0A0F6YQF6	col-99
WBGene00000674	185112		A0A131MBJ4	col-99
WBGene00000674	185112		A0A131MBQ9	col-99
WBGene00000674	185112		A0A131MCS7	col-99
WBGene00000674	185112		A0A131MCY1	col-99
WBGene00000674	185112		A0A131MBL6	col-99
WBGene00000674	185112		A0A131MB32	col-99
WBGene00000674	185112		A0A131MAZ6	col-99
WBGene00000674	185112		A0A131MBJ3	col-99
WBGene00000674	185112		A0A131MCG3	col-99
WBGene00000674	185112		A0A131MD72	col-99
WBGene00000674	185112		A0A131MBK4	col-99
WBGene00000675	176854		O45105	col-101
WBGene00000675	176854		U4PFF3	col-101
WBGene00000676	182802		Q9GZF7	col-102
WBGene00000677	176901		O45114	col-103
WBGene00000678	176947		O44174	col-104
WBGene00000679	186529		O44173	col-105
WBGene00000680	176955		Q8MXT6	col-106
WBGene00000681	176961		Q86S35	col-107
WBGene00000682	176985		Q95Y22	col-108
WBGene00000683	176988		Q9N527	col-109
WBGene00000684	177225		Q19592	col-110
WBGene00000685	177230		Q9GYI3	col-111
WBGene00000685	177230		U4PM21	col-111
WBGene00000687	177487		Q18450	col-113
WBGene00000687	177487		M1ZJS7	col-113
WBGene00000688	177500		Q18975	col-114
WBGene00000689	189843		Q9N3X9	col-115
WBGene00000690	184617		O61525	col-116
WBGene00000691	177694		G5EDG6	col-117
WBGene00000692	177699		A5JYR8	col-118
WBGene00000692	177699		A5JYR9	col-118
WBGene00000693	177715		Q18799	col-119
WBGene00000694	177748		Q9XWR2	col-120
WBGene00000695	177771		Q20880	col-121
WBGene00000696	177789		Q22183	col-122
WBGene00000697	177823		Q23222	col-123
WBGene00000698	177901		Q9NAR3	col-124
WBGene00000699	178029		Q18302	col-125
WBGene00000700	178034		G5EFU8	col-126
WBGene00000701	186228		G5EFU8	col-127
WBGene00000702	178076		Q19368	col-128
WBGene00000703	178155		Q21556	col-129
WBGene00000703	178155		A0A061ADV7	col-129
WBGene00000704	178193		Q19218	col-130
WBGene00000705	178254		Q18537	col-131
WBGene00000706	183347		Q18536	col-132
WBGene00000707	186083		Q9XUE9	col-133
WBGene00000708	3565413		Q86D04	col-135
WBGene00000708	3565413		G3MU58	col-135
WBGene00000710	190149		Q9NAE0	col-137
WBGene00000711	183722		A3QM98	col-138
WBGene00000712	178857		Q20282	col-139
WBGene00000713	178971		Q19813	col-140
WBGene00000714	188515		O17035	col-141
WBGene00000715	188514		O17036	col-142
WBGene00000716	179073		O17038	col-143
WBGene00000717	179296		Q17458	col-144
WBGene00000718	179297	Q17459		col-145
WBGene00000719	188178		Q22260	col-146
WBGene00000720	179351		Q22256	col-147
WBGene00000721	182542		Q17939	col-148
WBGene00000722	179431		Q17417	col-149
WBGene00000723	181814		Q17418	col-150
WBGene00000724	179448		Q17402	col-151
WBGene00000725	185212		Q19979	col-152
WBGene00000726	179517		Q19514	col-153
WBGene00000727	186300		Q20805	col-154
WBGene00000728	186301	Q21184		col-155
WBGene00000729	186439		Q20927	col-156
WBGene00000730	188426		Q22393	col-157
WBGene00000731	179619		O17734	col-158
WBGene00000732	179803		Q20922	col-159
WBGene00000732	179803		Q20922	col-159
WBGene00000732	179803		Q20922	col-159
WBGene00000733	179804		Q20921	col-160
WBGene00000733	179804		Q20921	col-160
WBGene00000733	179804		Q20921	col-160
WBGene00000734	179812		O17686	col-161
WBGene00000735	179825		Q9U2P5	col-162
WBGene00000736	3564794		Q86D09	col-163
WBGene00000737	180523		Q22651	col-164
WBGene00000738	180710		Q966K5	col-165
WBGene00000739	180902		Q86FL7	col-166
WBGene00000740	180907		Q22379	col-167
WBGene00000741	180908		Q22380	col-168
WBGene00000742	180909		Q86NE4	col-169
WBGene00000743	353462		Q86NE3	col-170
WBGene00000744	353463		Q86NE2	col-171
WBGene00000745	180934		Q20142	col-172
WBGene00000745	180934		Q7YZV5	col-172
WBGene00000745	180934		Q7YZV5	col-172
WBGene00000745	180934		Q7YZV5	col-172
WBGene00000746	180960		Q20270	col-173
WBGene00000747	181014		Q9GYP3	col-174
WBGene00000748	24104282		Q18480	col-175
WBGene00000749	181219		Q23263	col-176
WBGene00000750	181290		Q21039	col-177
WBGene00000751	181307		O17641	col-178
WBGene00000752	181308		O17642	col-179
WBGene00000753	181356		Q18620	col-180
WBGene00000754	181378		Q23150	col-181
WBGene00000754	181378		Q2XN04	col-181
WBGene00000756	184081		Q19111	col-183
WBGene00000757	181470		Q19470	col-184
WBGene00000757	181470		I2HA94	col-184
WBGene00000758	3565052		Q7YXA3	col-185
WBGene00000759	184015		Q19050	col-186
WBGene00000759	184015		Q19050	col-186
WBGene00000760	181685		Q18327	col-187
WBGene00000761	172190		P91093	coq-1
WBGene00000762	175969	Q8I7J4		coq-2
WBGene00000762	175969	Q8I7J4		coq-2
WBGene00000763	178403		O18235	coq-3
WBGene00000764	171966	P91428		coq-4
WBGene00000765	176099	P34666		coq-5
WBGene00000766	179316	O01884		coq-6
WBGene00000767	175647	Q18486		coq-8
WBGene00000768	176440	Q21624		cor-1
WBGene00000768	176440	Q21624		cor-1
WBGene00000768	176440	Q21624		cor-1
WBGene00000770	176310	Q03571		cpb-1
WBGene00000771	174027	Q18317		cpb-2
WBGene00000771	174027	Q18317		cpb-2
WBGene00000772	172244	O01835		cpb-3
WBGene00000773	174378		Q19864	cpf-1
WBGene00000774	176742		O45577	cpf-2
WBGene00000775	185473		Q20166	cpin-1
WBGene00000775	185473		Q20166	cpin-1
WBGene00000776	180111	O45734		cpl-1
WBGene00000776	180111	O45734		cpl-1
WBGene00000777	172660		G5EFB5	cpn-1
WBGene00000777	172660		G5EFB5	cpn-1
WBGene00000778	173424		O44788	cpn-2
WBGene00000778	173424		A0A0K3AWU9	cpn-2
WBGene00000779	171986		O01542	cpn-3
WBGene00000780	172996		O44727	cpn-4
WBGene00000781	179637	P25807		cpr-1
WBGene00000782	185355		O45466	cpr-2
WBGene00000783	180033	P43507		cpr-3
WBGene00000784	179053	P43508		cpr-4
WBGene00000785	178612	P43509		cpr-5
WBGene00000786	180931	P43510		cpr-6
WBGene00000787	172045	Q95NM6		cps-6
WBGene00000788	171829	G5EGP8		cpz-1
WBGene00000788	171829	G5EGP8		cpz-1
WBGene00000789	179818		P92005	cpz-2
WBGene00000792	181771		Q19350	crb-1
WBGene00000793	176597		G5EBL5	crh-1
WBGene00000793	176597		Q9U2I0	crh-1
WBGene00000793	176597		Q8I4D8	crh-1
WBGene00000793	176597		Q8I4D7	crh-1
WBGene00000793	176597		G5ECG1	crh-1
WBGene00000793	176597		D0Z5N2	crh-1
WBGene00000793	176597		D0Z5N1	crh-1
WBGene00000794	171917	Q9N3T2		crn-1
WBGene00000795	178945		G5EG18	crn-2
WBGene00000796	3565889		G5EBX6	crn-3
WBGene00000796	3565889		Q8I129	crn-3
WBGene00000797	180536	Q10905		crn-4
WBGene00000798	174634		G5EG59	crn-5
WBGene00000799	176316	P34508		crn-6
WBGene00000799	176316	P34508		crn-6
WBGene00000800	171821		O76618	cars-1
WBGene00000800	171821		Q965I6	cars-1
WBGene00000800	171821		A0A061ACL3	cars-1
WBGene00000802	178997	P27798		crt-1
WBGene00000803	181674		Q93781	csb-1
WBGene00000804	175006	O45952		csc-1
WBGene00000812	266817	G5ECJ6		csk-1
WBGene00000812	266817	G5ECJ6		csk-1
WBGene00000812	266817	G5ECJ6		csk-1
WBGene00000812	266817	G5ECJ6		csk-1
WBGene00000812	266817		V6CL68	csk-1
WBGene00000813	180168	Q9GS00		csn-1
WBGene00000814	172278	O01422		csn-2
WBGene00000814	172278	O01422		csn-2
WBGene00000815	176834	Q9N425		csn-3
WBGene00000816	176927	Q9N359		csn-4
WBGene00000817	177342	P91001		csn-5
WBGene00000818	178289	Q95PZ0		csn-6
WBGene00000818	178289		C5VUK2	csn-6
WBGene00000819	175007	G5EBM1		csp-1
WBGene00000819	175007	G5EBM1		csp-1
WBGene00000819	175007	G5EBM1		csp-1
WBGene00000820	177391	Q9TZP5		csp-2
WBGene00000820	177391	Q9TZP5		csp-2
WBGene00000820	177391	Q9TZP5		csp-2
WBGene00000821	190006	G5ECW5		csp-3
WBGene00000822	181563		Q20203	csq-1
WBGene00000829		P24890		ctb-1
WBGene00000830	259738	O61235		ctl-1
WBGene00000831	175085	Q27487		ctl-2
WBGene00000832	171818		H2L011	ctn-1
WBGene00000832	171818		Q8T3U1	ctn-1
WBGene00000832	171818		G8JYB2	ctn-1
WBGene00000832	171818		G8JYB2	ctn-1
WBGene00000832	171818		G8JYB2	ctn-1
WBGene00000833	176437	P34575		cts-1
WBGene00000834	176770		G5EE14	cua-1
WBGene00000834	176770		G5ED40	cua-1
WBGene00000835	176102		G5EE41	cuc-1
WBGene00000836	176466	Q17389		cul-1
WBGene00000837	176806	Q17390		cul-2
WBGene00000837	176806	Q17390		cul-2
WBGene00000837	176806	Q17390		cul-2
WBGene00000837	176806	Q17390		cul-2
WBGene00000838	178547	Q17391		cul-3
WBGene00000838	178547	Q17391		cul-3
WBGene00000838	178547		A0A0K3AY70	cul-3
WBGene00000838	178547		A0A0K3ASX8	cul-3
WBGene00000838	178547		A0A0K3AV81	cul-3
WBGene00000839	174198	Q17392		cul-4
WBGene00000840	179413	Q23639		cul-5
WBGene00000841	178214	Q21346		cul-6
WBGene00000843	172915	Q93561		cup-2
WBGene00000845	176104	P34271		cup-4
WBGene00000846	176074		D7UU24	cup-5
WBGene00000846	176074		D7UU24	cup-5
WBGene00000846	176074		Q8WSP3	cup-5
WBGene00000846	176074		H2KYK0	cup-5
WBGene00000846	176074		H2KYJ9	cup-5
WBGene00000846	176074		Q8T666	cup-5
WBGene00000851	174720	Q03755		cut-1
WBGene00000853	176520	Q21540		cut-6
WBGene00000854	176066		Q95YE8	cux-7
WBGene00000854	176066		Q95YE8	cux-7
WBGene00000854	176066		Q95YE8	cux-7
WBGene00000857	173399	P34888		cwn-1
WBGene00000858	177870	P34889		cwn-2
WBGene00000859	178876		P91138	cwp-1
WBGene00000860	183297		P91139	cwp-2
WBGene00000861	183296		P91140	cwp-3
WBGene00000862	178894		O44626	cwp-4
WBGene00000863	176287	P34638		cya-1
WBGene00000864	186646		Q7Z134	cya-2
WBGene00000865	177965	Q10653		cyb-1
WBGene00000865	177965	Q10653		cyb-1
WBGene00000866	177994		O45926	cyb-2.1
WBGene00000867	171993		Q9BLB5	cyb-2.2
WBGene00000868	180040	Q10654		cyb-3
WBGene00000868	180040	Q10654		cyb-3
WBGene00000868	180040	Q10654		cyb-3
WBGene00000869	172582		Q18853	cyc-1
WBGene00000870	174941	Q9U2M5		cyd-1
WBGene00000870	174941	Q9U2M5		cyd-1
WBGene00000871	172399	O01501		cye-1
WBGene00000871	172399	O01501		cye-1
WBGene00000872	175983		H2KYI3	cyk-1
WBGene00000872	175983		Q7JP75	cyk-1
WBGene00000874	175853	Q8WT44		cyk-3
WBGene00000874	175853	Q8WT44		cyk-3
WBGene00000875	176815		Q9XUS9	cyk-4
WBGene00000876	179643		G5EBX3	cyl-1
WBGene00000877	179936	P52009		cyn-1
WBGene00000878	176807	P52010		cyn-2
WBGene00000879	180028	P52011		cyn-3
WBGene00000880	174674	P52012		cyn-4
WBGene00000881	173374	P52013		cyn-5
WBGene00000882	175231	P52014		cyn-6
WBGene00000883	180027	P52015		cyn-7
WBGene00000884	181136	P52016		cyn-8
WBGene00000884	181136	P52016		cyn-8
WBGene00000885	175471	Q09637		cyn-9
WBGene00000886	174132	P52017		cyn-10
WBGene00000886	174132	P52017		cyn-10
WBGene00000887	174394	P52018		cyn-11
WBGene00000888	191627		Q18445	cyn-12
WBGene00000888	191627		V6CLB6	cyn-12
WBGene00000889	178487		Q9U2S6	cyn-13
WBGene00000889	178487		D3NQB1	cyn-13
